comment,n_star,date_time,label,positive_count,neutral_count,negative_count
tui chơi liên_quân tuy giảm cấu_hình đồ_họa game xuống mức tiêu_chuẩn giật_mình nhà sản xuất giải_pháp khắc_phục cảm_ơn,5,8/4/2020,Negative,0,0,1
bin mau hết kilogram xai vân vây vân tay yếu gia_sản_phẩm hài_long,1,20/09/2019,Negative,0,0,4
mua hối_hận cả tuyệt_vời ông mặt_trời cám_ơn tgdđ nhé chúc tgdđ ngày_càng phát_triển,5,14/03/2020,Positive,1,0,0
ngon trong tầm giá camera đẹp pin trâu game mượt bật đc fps cao liên_quân,5,10/3/2020,Neutral,1,2,0
sản_phẩm mình thấy hài_lòng nhất cả về thiết_kế hiệu_năng tầm giá mấy Chủ nhật 5 đến 6 triệu khó nổi con hãy gạt bỏ suy_nghĩ sai_lầm về điện_thoại trung quốc chị tiên ở shop đường hùng vương huế nhiệt_tình vui_vẻ hài_lòng,5,24/08/2019,Positive,4,1,0
điện_thoại sài nói_chung tạm ổn thất_vọng điện thoại chụp màn_hình khó_khăn hơi thất_vọng nhu_cầu công việc mình chụp màn_hình nhìu,4,10/10/2019,Negative,0,1,1
mua dùng 1 tháng mất vivo y19 lựa_chọn tuyệt_vời pin trâu chơi game lâu camera tạm ổn tác vụ nhanh ổn,5,13/03/2020,Positive,3,1,0
mới mua một ngày pin kém thôi anh em suy_nghĩ_lại mua giá tiền mua so sánh hơn,1,3/12/2019,Negative,1,0,2
sản_phẩm dùng tốt thiết_kế đẹp sang_trọng pin sử_dụng khá lâu mình thích thái_độ phục_vụ nhân_viên nhiệt_tình chu_đáo,5,6/11/2018,Positive,4,0,0
tôi mới mua nhận_xét pin trâu bắt wifi khỏe ngon trong tầm giá nhân_viên nhiệt_tình,5,16/01/2020,Positive,3,1,0
điện_thoại mua hơn 1 tuần pin tụt nhanh tắt màn_hình ứng_dụng chạy ngầm 2 tiếng đồng hộ tụt hẳn 10 ngồi xem youtube 1 tiếng mất gần 20 pin thật_sự quá thất_vọng 1 viên pin dung_lượng 5020 mah,2,30/07/2020,Neutral,1,0,1
mua ở điện_máy xanh tốt giá ntn đòi_hỏi gì hơn nhân_viên nhiệt_tình tư_vấn chu_đáo,4,6/5/2020,Positive,2,1,0
máy ngon cầm pin trâu chơi liên_quân 10 tiếng còn 28 vãi thật còn mượt,5,9/4/2020,Positive,3,0,0
sai_lầm lớn nhất mua oppo a91 máy nhanh nóng pin nhanh hết không làm pin het,1,12/5/2020,Negative,0,0,3
tốt sản_phẩm thật tuyệt tôi dùng công_việc giải_trí thích mê,5,30/09/2019,Positive,1,0,0
pin sài hao nhanh minh hỏi sac 100 pin sài het duoc pao nhieu tieng vay,1,14/02/2020,Negative,0,0,1
hàng so sánh 20s pin khoẻ mạng tốt đẹp camera rõ loa to không_thể tin nổi thật tuyệt_vời,4,7/2/2020,Positive,5,0,0
mở khoá vân tay kém pin tệ hệ điều_hành vài_ba bữa kết_nối bluetooth khởi_động,1,22/07/2020,Negative,0,0,3
điện_thoại_thiết kê đẹp xài bền xài hớn 1 năm pin vân tốt hề xuống pin mình sạc đủ 100 mình xài gần 24h mới hết mặc_dù mình mạng curh khá thích chế đọ bảo_hành bên điện_máy xanh nhân_viên phục_vụ tốt,5,26/07/2018,Positive,4,0,0
nói thật khuyên bạn đừng mua tôi mua 4 ngày dùng pin nhanh hết mạng kém kinh bằng oppo f11 oppo mạng ầm_ầm con mạng quay tít,1,15/04/2020,Negative,0,0,3
máy quá tốt hơi buồn hết màu trắng đành lấy xanh lá haizzzzzzz chơi game tốt máy ấm tháo ốp lưng,5,10/1/2020,Positive,2,0,0
mấy đẹp tương_đối tốt chụp hình tốt sai chơi gam máy hơi nong pin khá trâu sạc nhanh điểm cộng lớn tốt nhất thái_độ phục_vụ nghiệp nhân_viên thế_giới đi động,5,24/04/2020,Positive,5,0,1
đẹp phân_vân joy 3 cầm trực_tiếp vivo hơn hẳn đẹpppppppppppppppp,4,16/03/2020,Positive,1,0,0
máy xài ổn loa rè chịu không nổi mới mua xài hôm_nay mới lấy nghe hơi rè,4,29/05/2020,Neutral,1,0,1
máy mua gần 2 tuần thấy lỗi 4 sao chờ theo_dõi tiếp xem nhìn_chung hiệu_năng máy tốt ổn trong tầm giá thao_tác máy siêu nhanh ram 6gb con snap siêu mạnh chiến tựa game lớn mượt ít giật lag camera chụp đẹp bộ_nhớ 128gb gần 100gb lưu_trữ máy mua ngày 11 4 thấy hiện_tượng trắng màn_hình tóm máy tốt rẻ đẹp,4,21/04/2020,Positive,6,0,0
kết_nối sóng điện_thoại kém wifi kém bluetooth quá giật bằng j7 plus mình dùng,1,22/01/2020,Negative,0,0,2
máy dùng ổn sạc đầy pin dùng được cả ngày tei nghe bluetooth itfit sao next bài được tai_nghe admin ơi,5,12/3/2020,Positive,2,0,1
sản_phẩm bảo_hành quá tệ mới mua 2 tuần tắt nguồn đem đi bảo_hành báo hư chân sạc nộp 500k mới sửa_chữa nản trong thời_gian trả_góp lừa_đảo,1,25/06/2020,Negative,0,0,2
tuyệt_vời quá pin 5000 3camera ai snapdragon 632 giá còn 2 triệu9 thật một lựa_chọn đáng cân_nhắc,5,7/7/2020,Neutral,2,3,0
ai quảng_cáo liên_tục sử_dụng máy ạ mình bực_mình về lỗi chơi game hiện quảng_cáo tự khóa màn_hình bực_mình,1,3/5/2020,Negative,0,0,1
máy sài ổn nhân_viên nhiệt_tình hỏi sạc máy khả_năng tự ngắt nguồn pin đầy ạ,5,19/02/2020,Positive,2,1,0
mọi thứ ổn pin mau hết quá lướt Facebook 1h mất gần 20 như_vậy lỗi pin hay dòng iphone kiểu ai minh dùng iphone bây giờ,4,13/04/2020,Neutral,1,0,1
sao iphone mới mua lag vô google đánh chữ lag mặc_dù tải hề,2,5/12/2019,Negative,0,0,1
mua máy ngày hôm_qua công_nhận quá tốt số tiền bỏ pin tuy dung_lượng ít dùng lâu tụt máy ít nóng good,5,15/06/2020,Positive,4,0,0
1 pin hao hơi nhanh hao nhanh hơn oppo a5s mới dùng tháng thứ 5 2 ứng_dụng ngầm hoặc ứng_dụng khác không dùng duo YouTube music play phim buộc dừng hoặc gỡ cài_đặt cập_nhật bản vá mới ứng_dụng không còn ở trạng_thái buộc dừng hiển_thị màn_hình điện_thoại thực_hiện buộc dừng gỡ cách nào xử_lý không ạ,3,7/7/2020,Negative,0,0,1
1 bên đoạn khoang tròn chấm nhìn dính bụi nhìn khó_chịu biết ai giống em không ạ,3,19/04/2020,Negative,0,0,0
điện_thoại sài mượt chơi game ổn chụp hình tuyệt đẹp dung_lượng sài lo bộ_nhớ đầy pin cầm tốt,5,1/7/2018,Positive,4,0,0
về phần thiết_kế đẹp nhìn sang_trọng chip xử_lí tốt đáng mua trong tầm giá,5,14/07/2020,Positive,4,0,0
mua 3 tuần cảm_nhận thấy cấu_hình ổn sạc pin nhanh chơi game mượt mình thấy cam chụp xấu bắt sóng di_động yếu cam lồi quá dễ vỡ,4,28/09/2019,Negative,2,0,3
nhận máy cầm khá chắc_chắn ọp_ẹp phím bấm ổn loa tạm nhân_viên giao hàng nhiệt_tình,5,12/7/2020,Positive,2,1,0
trải nghiệm gần 1 tháng cảm_thấy máy nóng hơi nhanh đảm_bảo mượt có_điều biết máy sao bắt wifi kém quá hay đứng load thường_xuyên mình sài ốp lưng trong ip6 cũ sài ầm_ầm,4,10/4/2019,Negative,0,1,1
mình mua máy cũ xài ổn rồi tiết_kiệm đc khoản không nhỏ ahihi bạn nào suy_nghĩ đắn_đo quất về xài thử đi mua cũ xài bao êm nha,5,18/07/2020,Positive,2,0,0
sản_phẩm đáng mua giá tốt camera ổn pin trâu chơi game mượt vân tay mở nhanh tuyệt_vời,5,4/4/2020,Positive,6,0,0
mình khuyên bạn đừng mua mới mua 5 ngày về thoát xem phim lần đầu sửa nhân_viên bảo lỗi cập_nhật dùng gần 1 tháng máy đơ nhân_viên chỉnh hơn một tiếng mua thế_giới di_động làm_ăn kiểu này chừa luôn,1,5/6/2020,Negative,0,0,3
máy dùng pin trâu sạc nhanh màn đẹp nhu_cầu làm_việc mình hài_lòng với sản phẩm,5,22/10/2019,Positive,3,0,0
máy chiến pubg tốt không anh em xin ý kiên chân_thành mình tính mua kkkkkkkkkkkkk,3,13/05/2019,Negative,0,0,0
mình thấy xem ảnh ngã vàng nhình nghiêng ổn hơi khó_chịu bạn nào không,3,15/05/2020,Negative,0,0,1
mới mua hôm_qua điện thoại thiết_kế đẹp pin trâu mình sài 1 ngày mới hết pin chơi pubg lien quân mượt cam đối_với mình ổn,5,15/04/2020,Positive,4,0,0
sài đc mao hết pin quá mới sạc hồi tối sáng hết pin rùi mong liên_hệ sửa_chữa,1,13/12/2019,Neutral,1,0,1
sử_dụng 1 năm mọi thứ ổn_định thấy lỗi sóng 4g mạnh_mẽ mới mua 4 triệu5 máy nóng giật lắc mình sử_dụng facebook youtube 1 số game,5,7/7/2020,Positive,2,1,0
sản_phẩm tốt nhân_viên phục_vụ nhiệt_tình tôi thích sản_phẩm máy dùng mượt_mà chế_độ bảo_hành tốt pin khoẻ màn_hình to dễ nhìn tôi thích sản_phẩm,5,2/8/2018,Positive,5,0,0
sản_phẩm chụp ảnh đẹp quá tuyệt_vời mức giá sạc nhanh trả_góp còn không mất lãi,5,14/08/2020,Positive,4,1,0
máy sài lỗi quá hết app đến app khác còn lỗi âm_thanh pin tuột hơi nhanh thất_vọng,1,12/3/2020,Negative,0,0,4
minh mới mua mấy hôm thấy pin nhanh hết quá không biết kiểu gì còn mọi thứ ổn,2,11/3/2020,Neutral,1,0,1
sản_phẩm ổn cấu_hình ổn màn_hình to rõ nhân_viên ở sơn bắc ninh nhiệt_tình quá,5,22/03/2020,Positive,4,0,0
điện_thoại tốt phù_hợp sinh_viên người lao_động chơi game nhẹ lqmb pubg cấu_hình thấp ổn,5,16/05/2020,Positive,2,0,0
sạc 76 pin báo đầy không_thể sạc thêm máy lỗi sạc mình đổi củ sạc khác báo như_vậy mình mới mua máy 4 hôm đổi trả sang máy khác ạ,1,18/05/2020,Negative,0,1,1
sản_phẩm xài tốt còn 1 vài thứ cài_đặt bàn_phím gõ kiểu vni biểu_tượng tin nhắn mesenger,5,3/8/2019,Neutral,1,0,1
sản_phẩm ổn pin trâu mua về con_gái thấy hài_lòng lắm nhân_viên nhiệt_tình vui_vẻ thái_độ tốt cảm_ơn tgdd lắm,5,24/09/2019,Positive,3,0,0
mình sài hơn cả tháng ổn pin hơi nhanh hình_ảnh sắc nét xem phim cực đỉnh bộ_nhớ quá_đà tải gần 30 tập đầy,5,28/05/2020,Positive,3,0,1
mình mới mua ngày hôm_qua dùng ổn pin trâu kết_cấu tuyệt mấy ac nhân_viên tư ván nhiệt_tình,5,12/7/2020,Positive,4,0,0
tôi mua sử_dụng nói_chung mọi thứ ổn riêng mở khóa vân tay đúng quá tệ mong tốt hơn nâng_cấp phần_mềm mới sau_này,4,17/08/2019,Neutral,1,0,1
sản phẩm tốt pin trâu game ngon loa ổn không quá nhỏ camera sắc nét vân tay max nhạy thiết_kế đẹp đáng mua,5,4/4/2020,Positive,7,0,0
mua tgdd 2 ngày gọi video call mờ_nhạt hình_ảnh không đẹp không hài_lòng mình muốn đổi,1,27/02/2020,Negative,0,0,2
máy tốt camera đẹp dùng app hoặc bình_thường cũng đẹp mới mua hôm_qua làm cũng hơi giật một_tí cập_nhật xong mượt nói_chung trong tầm giá vậy quá ổn,5,9/4/2020,Positive,3,1,0
quá tốt trong tầm giá tiết kháng nước mình sử_dụng ngày thứ 3 vấn_đề khác đáng phàn_nàn dung_lượng pin hiện_tại quá đủ làm_việc giải_trí một ngày,4,10/2/2020,Positive,2,1,1
chán a70 quá dùng 2 tháng nhắn tin đơ dơi nhẹ vỡ luôn kính camera vân tay khuôn_mặt chậm nói_chung mua,2,25/10/2019,Negative,0,0,4
máy mượt màn_hình đẹp phản_hồi nhanh chơi game tốt flagship cả chức_năng rán trứng pin thông_số maketing đạt kì_vọng 1 flagship trong tầm giá,5,13/07/2020,Positive,2,0,1
mình sài đc mấy tuần rồi tốt chụp đẹp pin sài ổn khoảng 1 ngày rưỡi mình không cs chơi game coi phim nhắn_tin thoy sạc nhanh 1 tiếng đầy mình sạc cỡ 80 90 tháo rồi loa ổn độ sáng ổn,5,15/07/2020,Positive,5,0,0
con thấy tổng_thể mới thứ đẹp nào tggd mua ủng_hộ shop nha very gôd,5,8/4/2020,Negative,0,0,0
thấy mọi người chê quá mình xài gần 1 tháng mọi thứ tốt sóng_khỏe pin lâu sạc siêu nhanh bút spen thần_thánh màn_hình khá sáng cảm_biến vân tay không nhạy giá thế không đòi_hỏi quá dòng cận cao_cấp gắn mác note thôi,5,2/4/2020,Positive,2,1,0
quá tuyệt giá rẻ xịn hơn cả samsung hà lòng mong mọi người ủng_hộ vsmart thật_sự sản_phẩm tốt,5,28/02/2020,Positive,3,0,0
1 dêm xài tôi tháy máy chơi game mượt 1 triệuận 15p mất 4pin ổn về chụp ảnh đẹp bạn à mua đi cảm_nhận pin trâu đặc_biệt không nóng mấy,5,3/4/2020,Positive,3,0,0
nó chung tầm giá ntn qúa ngon rồi nhug mình mua được 1 tháng hừm mới kiu cập_nhật ụp xong giờ sạc pin đến 76 max không bít lời ai,4,20/04/2020,Negative,1,1,1
mình mua tuần cảm_thấy không hài_lòng cảm_biến vân tay chậm quá máy cực nóng nhất_là phần camera mình gọi video,3,31/01/2020,Negative,0,0,3
ban_đầu mua về sử_dụng thấy tốt dự phân_giải 480p nhìn khá đẹp loa to rõ xem youtube ổn,5,15/05/2020,Positive,4,0,0
mình mới mua điện_thoại hôm_nay mua hộ chị gái biết điện_thoại xài nào mình 4 sao nhân_viên phục_vụ quá nhiệt_tình,4,7/6/2020,Positive,1,0,0
khá hay tôi thích sảng phẩm nay tính_năng khá tốt cug hay lắm oks,5,26/05/2020,Positive,2,0,0
máy sử_dụng tốt mượt_mà nhanh pin_khỏe thiết_kế đẹp chụp ảnh nét chụp ảnh xóa_phông tôi ưng_ý về sản_phẩm nhân_viên phục_vụ tận_tình chu_đáo tôi hài_lòng,5,9/10/2018,Positive,5,0,0
máy đẹp màn_hình to cảm_ứng nhạy pin trâu lướt_sóng khoẻ tự_hào vingroup vsmart vinfast,5,14/08/2020,Positive,4,0,0
1 đổi 1 máy sử_dụng khá ổn anh_chị nhân_viên ở thế_giới di_động chi_nhánh đường lạc hồng rạch giá kiên_giang thân_thiện chuyên_nghiệp hỗ_trợ khách_hàng hết_mình mình cảm_thấy hài_lòng về anh_chị ở thế_giới di_động rạch giá nói_riêng thế_giới di_động nói_chung,5,29/06/2020,Positive,2,0,0
moi mua máy 2ngay chụp ảnh khá ổn chơi game liên quan bubg mượt máy ít nóng bám vân tay nhìu pin trâu máy bắt sóng 4g yếu,4,29/01/2020,Positive,4,0,1
máy ngon mạnh về cấu_hình chụp hình đẹp pin trâu đáng đồng_tiền bỏ nói chug qúa tuyệt,5,21/04/2020,Positive,5,0,0
sản_phẩm quá chi ưng người bảo pin sao hết nhanh mình xem youtube lướt facebook tầm 20 30p mất 1 đến 2 pin thôi nhé mọi người chơi game đồ_họa bình thường thôi đừng max setting nó hao pin lắm nhé,5,30/12/2019,Positive,2,0,0
sảng phẩm đẹp nhưg sài đc 5 tháng bắt_đầu hiện_tượng giật lag nhẹ còn nhữg điôu khác ổn,5,24/04/2020,Positive,2,0,1
sợ con a10 dùng đơ cảm_ứng chậm mới mua được 1thang tốt nhất dùng,1,15/11/2019,Negative,0,0,3
điện_thoại tệ nhất mình mua hối_hận mua a51 muốn chậm tới nó lần nào nửa,1,17/02/2020,Negative,0,0,1
wifi yêu tự nhảy tắt bật thế_là thế_nào nhỉ mới thứ khác màn_hình pin quá chuẩn,3,24/02/2020,Neutral,1,0,1
thời_điểm mình mua 25 2 số tiền ấy note10lite mình thấy sản_phẩm hợp_lý nhất muốn hơn đương_nhiên tài_chính tỉ_lệ_thuận thôi,4,23/03/2020,Positive,2,0,0
máy mới mua xài bao mượt chụp hình đẹp loa nghe âm bass sạc một tiếng đầy nói_chung sản_phẩm tốt trải nghiệm,5,27/04/2020,Positive,3,2,0
sản_phẩm tốt nhất trong giá cảm_nhận vài ngày dùng xưa thấy Google ngại sài mới thấy ngon_lành,5,1/6/2020,Positive,1,1,0
tại_sao mình chỉnh 48mp ở camera sản_phẩm hợp túi_tiền màu đẹp,3,26/02/2020,Positive,2,0,1
mình hài_lòng về sóng điện_thoại_di_động cực_kì chập_chờn liên_lạc dùng bực_mình,2,6/3/2020,Negative,0,0,1
pin 5000 3000 tuộc nhanh số dự_kiến mới mua 2 ngày đổi hoàn tiền 80 ạ,3,24/02/2020,Negative,0,0,1
máy mới mua được tháng mình đánh_giá cá_nhân 1 máy mới mua được 1 tháng mất 14 triệu 2 máy chạy được mượt lắm sáng ngày mất khoảng 5 7s khởi chạy androi 3 cấu_hình giá tiền như_vậy bạn cân_nhắc thật kỹ hãn quyết_định mua sản_phẩm nhé đấy ý_kiến cá_nhân mình,1,20/03/2020,Negative,0,1,2
hàng về nói hết hàng tạm_thời nào hàng về nói xem_lại bài viết đi,1,4/4/2020,Negative,0,0,1
nhỏ gọn thời_lượng pin tốt hiệu_năng ổn_định tuy 2gr số_thực chạy mượt hơn dòng khác khoe cấu_hình 3 4gr bộ_nhớ tha_hồ lưu_trữ âm_thanh lớn nghe nhạc hay mua Iphone đỡ mất_giá hơn,4,5/5/2017,Positive,4,0,0
kiếm 1 lỗi đỗi khác không được sao mấy bạn nói lỗi tùm lùm chã hiểu lun,5,24/05/2020,Negative,0,0,0
mới mua em nó dùng nghe gọi linh_tinh 1 triệu thế dùng máy còn cơ_bản bấm nhanh quá nó phản_xạ kịp,5,8/11/2019,Negative,0,0,1
máy khá ngon trong tầm giá độ tương_phản máy khá thấp máy khác hơi khó nhìn,4,5/8/2020,Negative,1,1,1
cảm_ứng không mượt chơi game nhẹ lag cùi bắp đáng 2 triệu thua xa hãng khác,1,20/11/2019,Negative,0,0,4
buồn mua hàng trong thế_giới di_động mở hộp không cục sạc nhanh giới_thiệu đúng sạc nhanh tại_sao mình sạc 30phut mới đc 15 pin,3,20/02/2020,Negative,0,0,1
sản_phẩm đẹp mua máy được tặng ốp lưng cao_cấp chơi liên_quân khá ổn zalo hay Facebook lướt trơn_tru nhẹ_nhàng pin tạm_thời mới thấy tốt,5,26/03/2019,Positive,2,0,1
nghe google chplay chán anh em cân_nhắc kĩ mua tầm tiền mua samsung hơn,1,18/06/2020,Neutral,0,2,1
pin không hài_lòng lắm máy mượt cấu_hình mạnh chơi game không pải bàn cải nhân_viên thegioididong nhiệt_tình,4,6/7/2019,Positive,2,0,1
mình mua ngày 20 10 đến nay 2 tháng máy tụt còn 98 pin 100 xuống 99 hơn tháng 99 xuống 98 vài ngày pin như_vậy đổi ạ dùng vài ngày chai 1 xót lắm mong qtv trả_lời mình,2,12/12/2019,Negative,0,1,1
xài gần cả tuần thấy oke thao_tác chạm nhanh_nhạy vân tay nhạy game oke khuyên giảm cấu_hình xuống thấp trải nghiệm mượt_mà pin trâu_bò camera oke loa hơi bé 1 tí âm_thanh nghe hay,5,4/6/2020,Positive,4,1,0
pin còn tầm 10 máy giật lag không bit vấn_đề gì máy mới mua được hơn 4 ngày,3,22/02/2020,Negative,0,0,1
tuyệt_vời trong tầm giá 1300k ủng_hộ hàng việt nam pro hơn xiaomi oppo vivo huawei giá rẻ hợp túi_tiền người,5,8/1/2020,Positive,3,0,0
máy mới mua tầm 2 thôi lâu_lâu tự khởi_động màn_hình đen hiện chữ sam sung đợi hơn 10p máy mới khởi_động sử dụng đc,3,18/02/2020,Negative,0,0,1
điện_thoại bắt sóng wifi cực_kỳ yếu giá 9 triệu hân xứng_đáng mua hối_hận hân kịp,1,9/2/2020,Negative,0,0,3
khá thoải_mái quen hay chọn nhầm cấu_hình ổn lướt face mess bth,5,23/06/2020,Positive,2,0,0
mới nhận máy sài ổn không lỗi gì đồng_tiền gia_vậy ổn roi không còn gì nói qua tuyệt voi,5,14/04/2020,Positive,2,1,0
mua về sài tốt trong tầm giá nhân_viên tgdd nhiệt_tình sao em sạc 25 100 1h10p đến 4h45mới đầy pin vậy shop,5,4/2/2020,Positive,2,2,0
dùng tính_năng ở khóa bằng vân tay tuy_nhiên vuốt mở_màn hành không bảo_mật xử_lý thế_nào ấy,5,24/08/2019,Negative,0,0,1
nóng phỏng tay quay video 10 phút máy báo nhiệt_độ quá cao tự tắt quay video trình phát nhạc mp3 20 phút máy nóng phỏng tay,1,3/5/2020,Negative,0,0,1
sao xem youtube video 1080 đt nhận 720 video mờ chụp hình thua dòng cũ dù dòng cũ 16mp còn 25mp,3,4/12/2019,Negative,0,0,2
ngon tốt đa_nhiệm mượt ít giật lag máy màn_hình đẹp to rõ nét cấu_hình tầm trung chơi game đạt mức khá tối_ưu pin trâu xài tiết_kiệm pin sử_dụng người mua tầm 1 2 năm tới,5,5/3/2020,Positive,4,0,0
hàng tốt ngon nhân viên phục_vụ khá ổn em không biết con ngắt sạc tự_động hay không vậy mng,5,10/5/2020,Positive,2,0,0
thiết_kế nhỏ gọn sang_trọng camera chuẩn nét đặc_biệt cảm_ứng mượt chế_độ bảo_hành tốt mình sử_dụng thích quá tuyệt_vời tôi hài_lòng,5,18/09/2018,Positive,5,0,0
máy mới mua pin tụt hơi nhanh chiến game mượt đôi giật cam hơi lồi dễ trầy_xước còn ổn hết biết dùng lâu_dài sao,5,8/7/2019,Negative,1,1,2
mình đánh_giá_như màn_hình đẹp sắc nét loa to ấm máy cầm chắc_tay pin tốt chụp ảnh_đẹp chip mạnh android 9 mượt tính_năng hay vân tay face unlock nhạy gọi video zalo hình hơi nhạt 1 chút,5,8/6/2019,Positive,5,1,0
sản_phẩm tốt đáng mua nhất trong tầm giá mình dùng 2 tuần vấn_đề chơi game 3h chiều liên_tục nghỉ pin 100 tới tận 22h đêm còn 30 thật_sự pin quá trâu luôn,5,8/5/2020,Positive,2,1,0
camera nó sao á mấy bạn ơi chụp sắc cả chụp nhòe hình_ảnh màu nhạt tái còn lai dùng bình_thường tiếc cammera máy đáng tầm 5 6 triệu,3,1/5/2019,Negative,0,1,2
máy lỗi kết_nối wifi đỗi máy 1 lần lỗi wifi máy hiểu sao đmx bán máy xiaomi dành thị_trường châu âu room eu room quốc_tế,2,24/05/2020,Negative,0,0,2
thiết_kế đẹp thích nhất viên pin sạc nhanh chụp ảnh ổn lướt_mướt thật nói_chung hài_lòng về sản_phẩm,5,29/06/2020,Positive,5,0,0
mình mua dmx sản_phẩm quá ổn camera chụp dem hoi kém tầm giá được,5,12/1/2020,Neutral,1,2,0
xịn sò con_cò luôn tôi thích màu trắng,5,15/07/2020,Positive,1,0,0
sạc pin nhanh chơi game mượt nói_chung khá ổn sạc pin đt khá nóng xem_xét_lại sạc nhanh đt nóng tuổi_thọ thọ pin phần_cứng ảnh_hưởng,4,10/3/2020,Positive,1,1,0
máy dành dân game cảm_ứng hơi khó_chịu đc mượt cảm_ứng đừng ai chê camera mọ nhé nhấn_mạnh máy chơi game,3,1/2/2020,Neutral,1,0,1
không đáng đồng_tiền bỏ thực_sự quá tệ máy lag đơ liên_tục tgdd mua luôn quảng_cáo quá hay dùng quá chán khuyên chân_thành ai ý_định mua dừng,1,10/3/2020,Negative,0,0,3
sản_phẩm okie pin trâu màn_hình tạm thui màu hơi nhạt camera chụp bình_thường đẹp lắm cấu_hình mạnh pin khỏe mức giá quá ổn,5,25/12/2019,Positive,3,1,1
sử_dụng đc 5 ngày hài_lòng về sản phầm camera chụp hình đẹp pin dùng cảm_thấy khá lâu bộ_nhớ 128g ram 6g vẻ vì sử lý đc mạnh lắm,5,9/10/2019,Positive,3,0,1
dùng hơn tháng không nhận_diện đc khuông mặt 1 số ứng_dụng tự_động dừng chơi game máy lang,1,15/05/2020,Negative,0,0,2
dung_lượng pin quá ít sài_k đến 2 buổi hết pin thêm 500k mua a92 tuyệt_vời hơn,1,2/6/2020,Negative,0,0,1
mình nhận em 9s ngày_ngày đầu ra_mắt thị_trường nhà đến hiện_tại ổn mọi thứ ổn đặc_biệt pin quá trâu_bò chơi game mượt_mà nóng máy nha loa rõ camera đẹp thích em nó xiaomiredminote9s,5,22/04/2020,Positive,5,0,0
mới mua một pin trâu cam ổn nhu_cầu chơi game quá im lun nói chúng hài_lòng nhân_viên phục_vụ nhiệt_tình dễ_thương,5,9/3/2020,Positive,5,0,0
tôi mua máy so sánh a70 cửa_hàng tgdd cập_nhật android 10 bắt_đầu_máy giật đơ màn_hình không_thể cảm_ứng pin tuột nhanh máy tự nóng bất_thường sạc lâu hỏi mình đem xuống cửa_hàng bảo_hành đc trung_tâm samsung hỗ_trợ,2,31/05/2020,Negative,0,1,3
camera sắc nét pin trâu màn_hình khá rộng vân tay siêu nhanh lướt mượt siêu nhạy mgiá thành phù_hợp mọi người anh_chị nhân_viên ở điện_máy xanh tư_vấn nhiệt_tình vui_vẻ ạ,5,24/04/2020,Positive,7,0,0
pin dòng redmi note 7 lỗi hao quá nhanh khuyên anh_em đừng mua một_số máy khác còn lỗi bóng mờ,1,29/09/2019,Negative,0,0,3
mới mua 2 ngày mọi thứ ổn tiếc chút viền cảm_ứng chơi game bấm không đc,4,2/5/2020,Neutral,1,0,1
mình mua dùng 3 tuần thấy lỗi bạn nhận_xét ở mình dùng thấy pin trâu dùng cường_độ cao mình qua_ngày mới sạc chơi liên_quân mượt nóng máy pubg tạm màn_hình to giải_trí tốt lo_nghĩ về hết pin,5,10/8/2020,Positive,3,0,0
mua 1 tuần hiện_tại ổn thấy nhân_viên tư_vấn nhiệt_tình lắm,4,22/03/2020,Positive,2,0,0
tôi mua trả loa nhỏ cam xấu wifi bắt yếu đôi bắt nói_chung ổn,3,21/02/2020,Negative,0,0,4
mua ở tgdd khỏi lo về chính_sách bảo_hành nha mọi người hầu_như tất_cả đồ điện_tử trong nhà mình mua ở tgdd_ dmx,5,16/03/2020,Positive,1,0,0
đừng lượng pin 5000 dùng pin tụt dù ứng_dụng ngầm tắt sạc pin 100 dùng tụt đến 3,2,4/10/2019,Negative,0,0,1
máy lỗi nóng máy gởi video tắt nguồn kêu khách_hàng đem về sài vài ngày hết vô_lý,1,21/03/2019,Negative,0,0,2
điện_thoại mua 3 ngày xài thấy ổn lắm giá vừa_phải mọi người mua dùng,5,4/3/2020,Positive,2,0,0
điện_thoại quá tệ dùng ổn tầm 3 4 tháng cực_kỳ giật lag phần_mềm quay âm_thanh tổ nhỏ thu wifi yếu,1,5/8/2020,Negative,1,0,2
máy sử_dụng ổn pin cực trâu thêm sạc nhanh kha_khá camera hơi tệ mượt âm_thanh mở to rè mức giá ổn,4,7/7/2020,Neutral,2,1,2
mình mới mua 2 ngày hình_ảnh video Facebook xem nhòe mờ pin trâu lắm đêm tgdd hỏi nhân_viên nói mạng mình wifi trong mạng 4g mình xài điện_thoại cũ bình_thường,2,2/11/2019,Negative,0,0,2
chào bạn minh mua máy mới 5 người zalo luu về treo máy pin tụt nhanh chụp hình ổn sóng hơi yếu nổi 4 cục sống ngoài đường thường tụt sóng thường hay quảng_cáo bất_thường,3,5/10/2019,Negative,1,0,3
mới mua hôm_qua mấy ngày tìm_hiểu điện_thoại mình thấy đt luôn bản cập_nhật t3 nhận_diện khuôn_mặt thingr thoảng tối nhận bắt mạng khá tốt thấy lỗi pin trâu thật nói_chung ổn lắm,5,16/04/2020,Positive,2,1,0
pin_khỏe đèn siêu sáng loa to nhân_viên nhiệt_tình gửi tin nhắn lâu bấm kết_thúc cuộc_gọi mất 2 3s thời_gian loa trong nói_chuyện cả loa ngoài nhìn_chung mua người lớn_tuổi loa to ổn còn làm mây phụ mất riêng_tư lắm,3,3/9/2019,Positive,4,0,1
