comment,n_star,date_time,label,positive_count,neutral_count,negative_count
bluetooth chập chờn vân tay vân chân bảo 1 chạm ấn gãy tay không đc quét khuôn mặt tùy hứng máy chạy ẩn tự khởi động treo logo nói chung thất vọng tràn trề,1,22/01/2020,Negative,0,0,3
sản phẩm tuyệt vời tôi ưng nhân viên nhiệt tình,5,30/05/2020,Positive,2,0,0
mới mua 13 triệu900 giờ giãm máy sạc nhanh sao nóng vậypin củng dần mau hết,4,24/06/2020,Negative,0,0,2
mọi người em hỏi máy em mới mua khoảng 5 ngày nay mở ốp thấy nó hở mình hỏi hở không hay thiết kế,4,16/08/2019,Negative,0,0,1
mình mua điện thoại được một tháng chụp ảnh mờ 4 mắt chụp không bằng một mắt cũ,1,15/01/2020,Negative,0,0,1
sao máy chụp hình chất lượng kém quá phóng to x2 thôi rỗ hình admin giải đáp giúp,2,21/05/2020,Negative,0,0,1
2 ngày sử dụng máy tệ pin tụt tất nhanh chơi game legends mobie tốn 10 pin 1 triệuận hao pin kinh lắm mua máy song hối hận,1,31/07/2019,Negative,0,1,1
mua đc 3 ngày đánh giá nhanh ngoại hình đẹp mọi thứ ổn mình không chơi game lướt face youtube nghe gọi pin tuột khá nhanh,5,30/07/2019,Positive,2,0,1
điện thoại mua tiki giá 2890000 phiên bản 4g ram thôi bạn ơi mình mua hai máy nguyên siêu kích hoạt bảo hành nói chung chất lượng tốt vsmart thông tin bảo hành điện tử minh kiểm tra biết kích hoạt hay à,5,30/07/2020,Negative,0,0,0
điện thoại cấu hình đẹp mượt độ nhạy ổn camera khá tốt pin xài trâu chơi cả đêm đến sáng thức dậy đi cà phê pin còn 65 chơi game hề giật lag,4,27/09/2019,Positive,4,0,0
a71 bắt wifi kém tải ứng dụng tải hoài trong wifi bình thường điện thoại mới mua mấy ngày pin tụt vèo ưu điểm ở camera chụp đẹp màn hình màu sắc đẹp thật hơi thất vọng cảm giác mong đợi lắm,3,19/07/2020,Negative,2,0,4
máy đẹp sang sử dụng ổn máy mượt pin sử dụng lâu mới hết cả ngày luôn ngày hôm mới sạc nhanh khoảng chừng 1 tiếng 5 phút đầy không lâu iphone mất gần 3 đến 4 tiếng đầy sử dụng lướt web facebook youtube nghe nhạc hay đặc biệt nghe bằng tai nfhe akg xứng đáng số tiền bỏ,5,21/04/2020,Positive,6,0,0
dùng 5 tháng sử dụng pin ổn máy chạy mượt ứng dụng hài lòng,4,10/6/2020,Positive,3,0,0
giá cả hợp lí nhân viên vui vẻ nhiệt tình mik mua về dùng cảm thấy tốt,5,20/04/2020,Positive,3,0,0
mới dùng 2 ngày trãi nghiệm máy cảm giác sài tốt một số ứng dụng sử dụng mình nó ahamove beaminhơi thất vọng ở điểm,3,31/05/2020,Neutral,1,0,1
mình bán note 8 mua con chủ yếu chơi game nói chung máy mượt ngon camera mình quan tâm lắm thua note 8 chơi liên thỉnh thoảng bấm skill nó bấm nhanh bấm lần hai iphone mượt ổn định lâu dài nâng cấp lâu dài hơn android tiền nào nấy,5,25/03/2019,Positive,3,0,2
mình mua 2 ngày sử dụng thấy máy gọi điện nghe nhạc loa âm thanh lạ,1,20/11/2017,Negative,0,0,1
loa topin sạc đầy ít sử dụngchủ yếu bấm xem giờ hiểu sao pin 2700 1 tuần hết sạch pin luôn,3,22/11/2019,Positive,1,1,0
dùng mượt chơi game không dật pin bền tôi chơi game màn hình hồi tố anh em mua,3,31/10/2019,Positive,3,0,1
qá ngon qá ổn không người kia nói điện thoại qá ngon trong tầm giá camara đẹp chiến game nặng mượt qá ổn,5,31/05/2020,Positive,3,1,0
con dùng chip 765 phê máy nhìn quá đẹp tiếc con chip hơi thấp 4 sao,4,4/2/2020,Neutral,1,0,1
mình mua em 4 ngày pin máy xài đc 1 ngày mình Facebook zalo thôi không youtube không chơi game máy ảnh hơi kém loa nghe không ấm dán màn hình không full màn hình mới xài cảm biến vân tay ổn anh nhân viên tư vấn vui vẻ nhiệt tình ạ,4,17/07/2020,Negative,1,2,2
tôi thấy mọi thứ ổn ngoại trừ pin hơi yếu khá nhanh hết pin iphone 7plus 32gb,5,11/8/2019,Neutral,1,0,1
đáng tiền hơn 2 con pro max màn hình không rỗ con xong rồi trãi nghiệm tốt,5,24/12/2019,Positive,3,0,0
sạc nhanh tới 60p đầy pin chụp hình đẹp chip mỹxài ổn trong tầm giáhài lòng,5,8/8/2020,Positive,3,1,1
3 ngày sử dụng may q ổn pin trâu game mượt dễ sài mạng hiển thị ít vạch sử dụng ổn hàng việt ổn tên xem không sài ma chia lam gì,5,14/03/2020,Positive,5,0,0
điện thoại pin trâu mượt chơi game mượt chụp ảnh đẹp tầm giá mua em khá ổn,5,4/6/2020,Positive,4,1,0
sản phẩm thấy ổn trong tầm giá tội tự dưng sáng nó tắt nguồnlàm hú hồn còn camera sao quá đẹp,4,11/4/2020,Positive,2,1,1
mình mua 2 máy a11 ở gdd nói chung dùng tạm ổn kiểm tra máy cảm biến là bàn xin thông tin,1,4/5/2020,Neutral,0,2,0
mua sản phẩm 6 ngày máy tốt đẹp mượt pin trâu nói chung không quan tâm về màn hình Iphone quá tốt,5,11/11/2019,Positive,4,0,1
tôi dùng sản phẩm tốt tuy nhiên thích camera lắm apple sửa,4,31/05/2020,Neutral,1,0,1
em hỏi em mua máy 1 tháng tăng ca bận quá trực tiếp hỏi máy luôn hiện quảng cáo trong tắt màng hình sử dụng lướt Facebook hoặc làm máy tự động nhảy trang báo điện thoại chóp nhá hiểu saohic,3,3/3/2020,Negative,0,0,1
điện thoại đẹp thương hiệu việt đáng mua trong tầm giá nghe gọi đọc báo ổn camera tạm đẹp lắm,5,6/8/2020,Positive,4,2,0
mới mua máy hồi chiều ngày 2 tháng 2 năm 2020 đến giờ thấy lỗi chơi game mượt mọi người tin hàng việt,5,3/2/2020,Positive,2,0,0
minh sai được 2 thấy màn hình nó khựng không mượt ty nao có luc phai nhấn 34 lần mới được không biet có phai lỗi không,3,9/4/2020,Negative,0,0,2
máy mua được 1 tuần gọi không nghe được ứng dụng zalo gọi vang đổi ạ,1,13/09/2019,Negative,0,0,1
bắt sóng yếu loa thoại nhỏ đúng tiền ít trông đợi,1,22/02/2020,Negative,0,0,1
mua 1 năm ổn con gái dùng chơi game nặng mấy chắc máy đỡ nhanh xuống thi thoảng sạc đêm pin cảm thấy nhanh hết hơn đợt mới dùng ông anh bảo con gái dùng con phí dùng hết dung lượng thế tải mấy trò khá nặng về trải nghiệm chút thi thoảng thấy nhắn tin chữ tay chậm 1 thôi hết,5,15/08/2020,Negative,1,0,2
về dòng samsung xài êm mượt dễ sử dụngpin trâuxài lỗi gìchơi game mượt hơn đặc biệt về chụp hình sắc nét chi tiết màn hình tràn viền thiết kế tinh tế i love samsung good,5,29/06/2020,Positive,6,0,0
nói chung giá 2 triệu6 quá tốt rồilên mạng lướt Facebook phà chất lượng ổn phàn nàn còn về lâu dài chờ thời gian trả lời,4,29/06/2020,Positive,2,1,0
mình mới mua hôm 35 máy đẹp pin trâu wifi mạnh cập nhật phần mềm sửa lỗi hdr loa ổn to rõ hiện thấy lỗi tóm máy ngon đáng đồng tiền bát gạo trong tầm giá chơi game mượt ngon hơn dòng galaxy tầm trung samsung,5,4/5/2020,Positive,6,0,0
máy xài ổn trong tầm giá mặc dù pin 5000 vẻ không trâu lắm sài trung bình 1 ngày game phổ thông liên quan pubg chơi ổn đôi giật nhẹ,4,2/2/2020,Neutral,1,2,1
mới mua về 10 ngày trả chấp nhận lỗ 1 triệu9 cảm ứng loạn pin không trâu mình tưởng,1,22/05/2019,Negative,0,0,3
mua 3tháng chơi game mượt bằng xiaomi tầm giá độ sáng màn hình hơi yếu còn ổn tất mua nhé,5,12/4/2020,Negative,1,0,2
nhận máy 1 tuâncảm biến vân tay nhạy bao mở 1 lần pin khỏe đôi lướt Facebook treo biết đâu test tiếp,4,21/11/2019,Negative,1,0,2
dùng đc 3 thángnc ổn mức mong đợi còn mik thấy lắm bạn chê nọđem so sánh hãng khácnếu bạn muốn máy tốt mua loại 20 triệu trở nhéchắc chắn tốt,5,10/9/2019,Positive,1,0,0
quá tuyệt pin trâu cấu hình khủng sợ phân khúc giá realme 6i lựa chọn tốt nhất,5,27/06/2020,Positive,4,0,0
máy đẹppin sài được 3 ngàycame chụp đẹpcame hơi tệquá tốt trong tắm giá,5,14/05/2019,Positive,3,2,0
máy đẹp bắt mắt cấu hình dùng tầm giá ổn điểm trừ mở bằng vân tay quá kém khó mở bằng khuôn mặt tạm ổn,4,11/11/2019,Positive,2,1,1
mới lấy máy về đc ngày mới dùng lục lọi sơ cảm thấy ổn camere chụp hình hơi mờ mình không tự sướng nhiwwuf không quan trọng lắm vấn đề pin máy trải nghiệm hết biết nào,4,14/01/2020,Negative,1,1,1
khá thất vọng máy không được mượt pin hao nhanh chăm sóc khách nhiệt tình,2,13/08/2020,Negative,1,0,3
mua máy 1 tháng thế giới di động 2 lần lổi sao quảng cáo che hết màng hình hoài hết lý sao,1,14/01/2020,Negative,0,0,1
máy nhanh mượt game ok4 cam chụp đẹp cam không ưng lắm mình ít selfie ổn,5,13/05/2020,Positive,1,1,0
trải nghiệm 6 ngày máy tốt trong tầm giá pin sử dụng thoải mái biết chơi game chụp ảnh góc rộng ổn sài mượt gái 18 lần đầu sử dụng oppo thấy hài lòng,5,2/10/2019,Positive,5,1,0
yên tâm mua hàng ở hàng chính hãng bảo hành tới 1 năm mua hơn 1 năm máy vấn đề bán hàng bền hài lòng mình mua hàng ở chuỗi đmx yên tâm,5,19/09/2018,Positive,1,0,0
thấy tầm giá máy quá ngon năm thôi 7 triệu mới mua đc con a50s 64g năm 6 triệu rưỡi con máy 128g pin 5000 kêu ca mình dùng 1 đống app thông báo gần 2424 chơi game còn dùng 1 ngày ai ít dùng pin lớn sạc đầy hơi lâu đáng thôi nói chung quá ổn,5,11/8/2020,Neutral,1,3,0
sản phẩm iphone 7 plus 32gb lướt game mạnh lách mạng nhanh cấu hình mạnh chạy ổn định,5,14/09/2018,Positive,2,0,0
đẹp mựợt tội hao pin quá pin 4000 2000 sạc nhanh hao quá nhanh,3,26/08/2019,Negative,1,1,1
máy lag mở khóa vân tay chậm pin hao nhanh làm học sinh mua máy về mạng đọc sách học onl chơi game máy lag hao pin kinh khủng,1,24/03/2020,Negative,0,0,3
điện thoại mình mua 1 tuần rồithật thất vọng pin mau xuống quácó chơi game văng mấtcảm thấy thất vọng quá,1,5/6/2020,Negative,0,0,3
thi thoảng hay đơ loa thoại nhỏ sạc lâu thời lượng pin tốt chất lượng phục vụ tgdd tốt,3,16/08/2020,Negative,1,1,2
trải nghiệm dùng nói chung quá chán máy hay đơ thi thoảng gọi tắt màn hình bật ai mua tham khảo ý kiến cá nhân thôi,1,22/06/2020,Negative,0,0,2
mình mới mua gần 3 tuầndùng ổn pin tụt hơi nhanh oppo tầm tiền nàymay sạc nhanh,3,14/05/2020,Neutral,0,1,0
nút home bấm phê camera quá xuất sắt cực sắc nét máy đẹp tuyệt vời cằm máy cảm xúc dân trào sạc pin lâu quá,5,21/03/2017,Positive,2,0,1
fan samsung mơi mua a11 hai ngày quá thất vọng máy hay đơ camara kémchơi pubg 20p di chuyển không dcnói chung thất vọng,1,24/05/2020,Negative,0,0,3
mình mua con cũng đc 2 tuần rồi cảm thấy chụp ảnh tốt pin ổn mượt màn hình khá nét,4,13/08/2020,Positive,4,0,0
ai nói thuong hiệu samsung dù dòng máy nào giá cao hay thấp tốt mình thích a39 samsung khác ai thích sống hình ảnh ảo iphone vivo oppo đi nhé,5,12/5/2020,Positive,2,0,0
em mua hôm lướt siêu mượt luôn loa to nghe chụp ảnh nét đẹp nút home nhạy quá nhạy pin trâu sài 5 7p xuống 1 pin thôi nhân viên dễ thương lắm ạ,5,23/12/2018,Positive,5,0,0
giá giảm sâu dùng quá tuyệt vời 1 lựa chọn hoàn hảo phân khúc tầm trung,5,2/7/2020,Positive,2,0,0
quay video lag giật mượt còn mọi thứ ổn chơi game mượt chê đc,4,11/6/2020,Positive,2,0,1
apple iphone số một mình mua hơn một năm đến bây giờ hiệu năng vấn tốt pin khỏe camera sắc nét xóa phông chuyên nghiệp thiết kế bao giờ lỗi thời,5,3/9/2018,Positive,5,0,0
ngồi kế bên máy hạng thấp hơn bắt mạng 4g yếu hơn hay rớt mạng,3,27/02/2020,Negative,0,0,1
tui thấy đt thoại khá tốt pin trâu sạc hơi lâu đa nhiệm tốt ít lag hay đơ máy,4,17/03/2020,Positive,2,0,1
tôi mua con hôm nhưg trả góp máy ổn pin trâu camera được tet về camera man hinh 667 quá khủng chơi game phê việc nói chuyện máy ngon nhân viên tggd nhân viên homecredit khu vuc le thủy quảng bình vân vân nhiet tình 5,5,26/07/2020,Positive,6,0,0
1màn hình không đc full mức giá 3 triệu tạm chấp nhận 2 võ lưng màu không đẹp nhạt giống điện thoại hãng giá tầm 23 triệu khác,4,19/07/2020,Negative,0,1,2
mới sử dụng 3 tháng máy lướt Facebook xem video bị văn hoài chán thật không hài lòng,1,9/6/2020,Negative,0,0,2
xem video youtube nhòe không nhìn rõ pải 480p mới xem rõ được mua cách 2giơ,2,4/6/2020,Negative,0,0,0
mới mua mẹ dùng thấy ổn dễ sử dụng pin trâu đặt hàng mạng giao hàng nhanh,4,29/10/2019,Positive,3,0,0
thật buồn mình không tìm hiểu mua máy cùi quá không kết nối đc otg cắm cáp máy tính không nhận không thể nào copy đc ảnh sang,2,11/9/2019,Neutral,1,0,1
máy dùng ổn thiết kế đẹp giá cả phù hợp con chip dùng ổn nóng máy,5,6/7/2020,Positive,4,0,0
tôi dùng hơn năm ai đánh giá tốt tôi khoảng vân tay quá tệ oppo5 tay dính tí mồ hôi lau đi lau phím home thật mắc cỡ sao oppo làm tốt apple tôi dùng máy phụ oppo5 đụng nhe nó còn Iphone đắt gấp ba lần,4,25/08/2018,Negative,1,0,2
camera ổn lắm mấy giá nói ai xài thấy sao mình thấy thích nha nhất giao diện máy mình sam fan sam thích hết,5,30/04/2020,Positive,5,0,0
mới mua ngày 51219 tgdd 1341 đinh bộ lĩnh quận bình thạnh tphcm nhân viên dễ thương chú giữ xe đến cô nhân viên giới thiệu nhiệt tìnhmáy ổn chiến game liên quan max setting hơi ấm nóng máycầm chắc tay thiết kế đẹp cam tốt pin trâu đủ yêu cầu,5,5/1/2020,Positive,5,0,0
mình mua sản phẩm test máy đẹpđẹp hơn hình máy mạnh cấu hình khoẻ trong khoảng 2 đến 3 năm tiếp ổn mình cài playstore chiến game,5,5/4/2020,Positive,2,0,0
đã mua tai dienmayxanh máy đẹp màu sắc rực rỡ chơi game kha mượt ghi chê cả,4,24/04/2020,Positive,3,0,0
mới mua điện thoại tgdđ tạm thời điện thoại dấu hiệu lỗi nhân viên phụ vụ tư vấn nhiệt tình hài lòng bên shop,5,9/7/2019,Positive,1,1,0
mới mua đc 3 ngàymáy dùng khá ổnpin trâuwifi ổnvân tay khá nhạy nghe nhạc đc 1 loamà nhìn thấy 2 loachắc loa kia nhìn đẹp hay sao,4,30/06/2020,Positive,4,0,0
mới mua về dùng thử 2 ngày mở khóa bằng vân tay pin xài nhanh hết,2,27/08/2019,Negative,0,0,2
nhận diện vân tay cực kỳ kém luôn dòng khác thua xa đàn em samsung a6 2018 cảm ứng loạn nhắn tin nó tự bôi đen tin nhắn bấm thêm xóa hết nói chung 2 đặc điểm gây ức chế chụp ảnh bình thường camera chụp đẹp bằng mấy máy trung quốc cùi bắp nói chung đáng tiền,2,19/05/2019,Negative,0,0,4
mua mấy ngày đầu về xài còn xử lý bước hơi chậm đến cập nhật phiên bản mới thi quá ổn pin xài ngày rưỡiquá sức mong đợigood,5,6/4/2020,Positive,3,0,0
máy tốt pin trâu chơi game chơi 1 tuần thấy vấn đề nhân viên nhiệt tình,5,25/07/2020,Positive,4,0,0
tất cả ai dùng con gặp vấn đề về pin tụt nhanh vân tay không nhạy kể cả mìnhsai lầm mua,1,31/03/2020,Negative,0,0,3
sản phẩm tệ sai mấy lời liên tục sắc võ cử sắc đem sắc mấy khác vô bincòn đem về đung mài sắc lâu mấy sắc tật mây khói đông sắc vôđem thế giới gỉ đồng kêu đem hàng bạo hành mình toàn diện mấy xanh thời giới gỉ đồng mã lực bạo hành mấy thời gian đồng kẻm làm mình ủng hộ đâu,1,3/3/2020,Negative,0,0,3
sản phẩm ổn pin sử dụng ít 2 1 bình thường 15 lóa ngoài to màn hình đẹp tôi hài lòng sản phẩm,5,2/7/2020,Positive,2,1,1
test đt nửa lễ mua đt chiến game xài 2 không đủ chơi lớn mua 3 chơi game,5,1/9/2019,Negative,0,0,0
quá ổn trong tầm giá chê điểm nào tội pin dùng lâu hết quá mong vsmart chỉnh sửa,5,27/02/2020,Positive,2,1,0
điện thoại em mua 3 tháng giá 3 triệu sử dụng tốt em mua học giải trí đòi hỏi pin trâu camera ổn loa to tải ứng dụng ít lag em hài lòng về sản phẩm,5,22/04/2020,Positive,4,1,0
hàng dùng ổn đấ anh em wfi mạnh pin trâu bao mượt tháng đầu lỗi đổi mới dùng tự tin hẳn,5,10/5/2020,Positive,4,0,0
sản phẩm qua tệ thua samsung a5 2017đt xài tự dưng màn hình tối lạihình ảnh nhòenhanh hết pinchụp màn hình khócài đặt nhạc chuông đc hơn 1 ngàytự dưng nhảy về nhạc chuông mặc định,1,31/12/2019,Negative,0,0,4
máy đẹp xem yutub mạng4g rõ nétpin ổn phục vụ okmua sản phẩm online kèm quà tặng loa giá đỡ,3,25/03/2019,Positive,3,0,1
mới mua máy hơn một tuần sài hài lòng lắm pin tụt ngày nhanh cấu hình tệ hơn oppo k3 triệuước mình sài con chip snap 710 camera tạm ổn sắc nét hơn a50 mình dùng trc mình thích ảo giống a50 hơn vỏ nhựa kém sang tuy nhiên đở nóng máy chơi game trọng lượng máy nhẹ mỏng cầm tay thái độ nhân viên phục vụ luôn làm mình hài lòng,3,7/4/2020,Positive,3,1,2
còn thua cả realme c2vivo y91c oppo a1k thật quá thất vọng về samsung,1,14/01/2020,Negative,0,0,1
mua xong mọi người người đặc hàng online quà tặng nhé sảm phẩn okr,4,20/03/2019,Positive,1,0,0
quá chán sai lầm mua con máy mới mua 2 tuần treo máy vô zalo,1,5/8/2020,Negative,0,0,2
mới mua em nó hôm nay sử dụng ban đầu cảm thấy khá mượt pin trâu màn hình super amoled full hoạt động khỏi bàn xuất sắt thích thái độ nhân viên thế giới di động nhiệt tình,5,14/06/2020,Positive,4,0,0
căn bản 2 tháng phàn nàn đến hôm nay sử dụng note xuất hiện khoảng đen tròn nền viết khoảng đen bảo hành bảo hành thế nào,4,4/4/2020,Negative,0,1,1
một thương hiệu lớn không bảo hành máy tôi mua 1 sam sung galaxy a10s dùng 4 tháng đơ cộng sập nguồn đem tới hẹn 1 tuần tới nhận còn sập nguồn nặng hơn,1,15/01/2020,Negative,0,0,2
máy mình mới mua gần một tháng chạy ứng dụng đi làm hiện tượng vài ngày lỗi camera hay đơ màn hình dùng lần khởi động máy,3,24/05/2020,Negative,0,0,2
khá thất vọng dùng 3 tuần máy lỗi bóng mờ pin nhanh trai 1 số ứng dụng antutu 1 số khác độ chai 7 bắt wifi cực kém hay chập chờn còn 1 số lỗi nhỏ,2,11/8/2019,Negative,0,0,5
sim dùng kết nối mạng lắp ở khe mấy mạnh nhất tôi sử dụng sim viettel 4g cảm giác chậm nhất buổi trưa,3,14/08/2020,Negative,0,0,0
mình mua phẩm 8 tháng rồimà gủi sữa bảo hành tháng hết 3 lần rồimình sài điện thoại kĩđiện thoại hư lỗi bên trong máy à,1,3/2/2020,Negative,0,0,1
sản phẩm dụng khá ổn trong tâmg giá thích nhất sạc nhanh chụp hình cực kỳ đẹp luôn chụp ảnh hay chân dung quá xuất sắc mấy con máy khác chụp không bằng v17 pro v17 pro ngoài chuồng gà,5,21/12/2019,Positive,3,1,0
mình mua hồi tháng 12 dùng thấy ổn giá tiền pin trâu lâu hơi đơ chút sao chụp ảnh nét tìm mua ốp cường lực chỗ mình hơi hiếm,5,27/03/2020,Positive,3,1,2
chip snapdragon 855 khỏi chê thích máy cụm camera ổn đặc biệt camera macro chip cao cấp snap 855 giá hơn 10 triệu quá ngon,5,8/8/2020,Positive,4,0,0
mới dùng được 6 tháng máy treo đơ máy liên tục pin cực yếu nói chung cá nhân mình với số tiền không mua,2,21/06/2020,Negative,0,0,3
tôi mua a51 đc hơn tuần tôi thấy pin nhanh xuống mặc dù tôi không sử dụng tôi mua về sử dụng mấy máy hay xuống pin,2,27/01/2020,Negative,0,0,1
mua ngày đầu mới cập nhật phần mềm khả năng bắt wifi cải thiện đáng kể hai máy đặt xác nhau đầy sóng joy 3 miếng nào,3,9/3/2020,Negative,0,0,1
sản phẩm chất lượng mượt cấu hình cao sử dụng không tình trạng giật lag,5,1/7/2018,Positive,2,0,0
tệ hơi giật nhẹ test game chụp ảnh tạm đc nhận diện khuôn mặt kém,3,6/7/2019,Negative,0,1,3
xài 1 tháng mấy đt vivo u10 giá okpin trâu khỏi chê màn hình nhạy bén lắm nha chơi game ổn mượt tốt nghe nhạc ổn bắt sóng wifi mạnh người khác nói nha 4g mạnh nha màn hình to camera ổn đt giá tầm ổn còn chê biết mua tgdđ nhiệt tình nha mình 5 sao,5,18/06/2020,Positive,7,0,0
wifi quá kém máy lỗi cảm biến gọi màn hình đen thui muốn kết thúc cuộc gọi tắt nguồn chờ bên kia kết thúc cuộc gọi màn hình mới sáng,3,8/4/2020,Negative,0,0,2
mới lấy hôm nay còn chê về sản phẩm mọi thứ ổn màn hình đến camera dung lượng pin mọi người dùng màn hình 120hz cảm nhận hết chất lượng sản phẩm 5 sao siêu phẩm năm nay samsung,5,6/3/2020,Positive,5,0,0
điện thoại dùng đóng tất cả ứng dụng chạy ngầm bin tụt 8 xem mạng lướt web thôi 3 phút tụt 4,1,1/4/2020,Negative,0,0,1
cảm biến van tay quá tệ không mới mua 3 ngày không chơi game chi nghe goi pin tuột nhanh nói chung không ổn,1,13/06/2019,Negative,0,0,3
máy khá mượt 1 tháng sử dụng cảm thấy hơn tụt pincó đứng máy,3,5/2/2020,Negative,0,1,1
mình mua iphone 7 plus cảm giác thật tuyệt chọn em nó máy dùng quá mượt pin trâu camera chụp xoá phông ổn nói chung bàn,5,28/06/2018,Positive,4,0,0
dùng ip7 chuyển sang ssa70 phát chán hẳn nhân viên ngoại hình đẹp giao tiếp tốt nhiệt tình,2,9/10/2019,Positive,4,0,2
máy dùng mượt pin khoẻ hy vọng duy trì lâu dài đáp ứng đủ pin 2 ngày tác vụ web lướt face zalo youtube,5,8/1/2020,Positive,2,0,0
samsung biết nhận điểm yếu mình tấm nền amoled dùng màng 65 hoạt động nhìn rỗ nhem màu ở cạnh viền cửa sổ ứng dụng màng hình còn tấm nền phổ thông dùng màng 65 hoạt động không lỗi đem chất lượng tốt tới còn hơn ép người dùng sử dụng nhu cầu,5,26/05/2020,Negative,0,0,1
máy mượt game ổn bắt wifi tốt màn hình đẹp pin trâu phần camer rò điện sạc không bình thường sao không,4,12/7/2020,Positive,5,0,0
mình mua dịp sinh nhật tgdđ mình mua con cảm nhận con tốt trong tầm giá mọi thứ ổn pin tuột hoi nhanh 1 chút,4,11/8/2020,Negative,1,1,1
mình mua hôm 3004 dùng mới gần một tháng máy cực mau hết pin còn mau nóng máy,2,27/05/2020,Negative,0,0,2
điện thoại pin trâuchụp hình ổn giá sinh viên siêu rẻ chất lượng thể chê,5,2/8/2020,Positive,4,0,0
máy khá ngon chơi game ổn lâu đơ màn hình tắt máy mở đượcphải 1 mới mở còn về mảng xem phim youtube phóng to màn hình tua đôi đượcmình nghỉ trong tầm giá nhân viên khá ngon cảm ơn,5,17/04/2020,Positive,2,1,0
biết tiền nào ấy xong điện thoại dùng ghe gọi nhắn tin riêng về màn hình cảm ứng con quá chán ấn nhận ấn mấy lần mới nhận vội nhắn tin con chắc đập máy quátức chịu quảng cáo hay thực tế quá tệ sai lầm mua mới dùng 2 ngày cảm nhận quá thất vọng quảng cáo mọi người cân nhắc tầm tiền lựa chọn dùng,2,3/5/2020,Negative,0,0,2
mình mới mua 1 tuần nhu cầu quá cao thấy máy chạy tốt ứng dụng thông dụng pin sử dụng lâu mình thấy okcảm thấy hài lòng mức giánếu ai một điện thoại pin trâu sử dụng nghe gọifbzalo ứng dụng đơn giản máy ổn,5,28/06/2020,Positive,3,1,0
mình hỏi mình mua máy đc ba tháng tuột 98 pin,4,16/11/2019,Negative,0,0,0
dùng tốt thất vọng không sạc nhanh pin trâu chơi game mượt camera không còn chê,5,5/10/2019,Positive,3,1,0
nói chung 5 triệu quá ổn rồicamera chụp khá đẹppin trâu,5,18/05/2019,Positive,3,1,0
mua máy nokia 23 tầm 1 tuần máy cầm nắm tốt pin trâu trụ 1 ngày chơi game ổn tác vụ cơ bản mượt máy dùng android one hỗ trợ dài mãi iu nokia 3,5,8/2/2020,Positive,4,0,0
máy tốt trong tầm giá xài ổn pin trâu sạc nhanh loa to lớn nghe nhạc xem phim tốt,5,3/7/2019,Positive,4,1,0
4 tháng dùng trải nghiệm vho thấy điện thoại nàu khá tốt về camera độ mượt chơi game lướt face độ nhạy vân tay cảm biến pin được trâu mong muốn nhìn chung đt khá tốt,5,15/08/2020,Positive,4,0,1
sài ổn máy đẹp camera khó lấy nét lấy đc nét lâu pin 3340 mau hết lắm chạy ứng dụng ẩn khá,3,26/05/2020,Negative,2,0,3
máy mạnh xài ngon tốt camera chụp hình đẹp dung lượng bộ nhớ cao chip g90t chơi game max phê không nóng sao bác nào là chơi nóng với lỗi trong mình chơi cảm thấy lỗi với nóng đâu nhở nóng nhìu nhất 40 độ thôi nói chung máy xài ổn nhân viên tư vấn vui vẻ cảm ơn,5,17/02/2020,Positive,5,0,0
nhân viên tư vấn nhiệt tìnhmáy dùng khá ổn phù hợp giá tiền mình bỏ ramáy ram1g trách khỏi lag,5,5/5/2020,Positive,3,0,1
thật tệ mua 7 ngày 3 ngày đầu xài pin cả ngày mới hết ngày thứ 4 triệuở đi sạc 2 lầnngày mình dùng lướt Facebook zalo thôi không cài game hay luôn cảm biến vân tay quá tệ nhận diện khuôn mặt còn tệ hơn quá thất vọng về máy camera còn thua điện thoại củ mình xài hơn 2 năm màu nhợt nhạt nhìn chán máy đơ đứng máy luôn,1,27/06/2020,Negative,0,0,6
sản phẩm tốt pin dùng ổn lắm mình sử dung cả ngày 45 thái độ phục vụ nhân viên tgdd nhiệt tình vui vẻ,5,16/03/2020,Positive,3,0,0
7 triệu đồng một sản phẩm điểm antutu 135k ram 8gb làm màu còn sản phẩm khác hợp lý hơn,2,9/3/2020,Negative,0,0,2
sài androi tôi giờ chuyển ios cảm giác sướng máy mạnh thể tả máy sản xuất 2016 đến giờ còn mượt androi 15 năm thôi giật màn,5,14/10/2019,Positive,1,0,0
khá ổn máy mượt pin trâu chụp hình đẹp điểm trừ pin 5000 hỗ trợ sạc nhanh hơi tiết xíu,3,18/12/2019,Positive,3,1,0
máy dùng tốtcam cả trc chụp đẹpmáy chi sang trọng luônpin okhơn nữa còn sạc pin nhanh mất khoảng 1h30 sạc đầy,5,4/7/2019,Positive,4,0,0
máy quá tệ hay lỗi camera lỗi loa tronggame chơi lâu cảm giác lagmình quá thất vọng fan xiaomi xa sài 9s,1,9/6/2020,Negative,0,0,5
máy gọi zalo thể lướt Facebook vô mess điều kiện còn phải không máy hay lổi ứng dụng nóng máy phải không máy vậy hư ạ,3,7/1/2020,Neutral,1,0,1
điện thoại lướt mượt ạ camera chụp nét thiết kế nút home bấm tay sử dụng trong công hay chơi game làm mình hài lòng,5,21/09/2018,Positive,4,0,0
sản phẩm quá tốt trong tầm giá đặt hàng online đến tgdd nhận hàng nhân viên tư vấn tận tình lịch cảm ơn thế giới di động luôn khách hàng,5,24/02/2020,Positive,2,1,0
